#ENDOFHEADER,

//FRAME PARTS FAST

//フレーム天井,,,,,,,,,,,,,,,,,,,,
//SRC定義,(NULL),gr,x,y,w,h,div_x,div_y,cycle,timer,op1,op2,op3,,,,,,,
#SRC_IMAGE,0,1,158,0,324,40,1,1,0,0,0,0,0,,,,,,,
//DST定義,(NULL),time,x,y,w,h,acc,a,r,g,b,blend,filter,angle,center,loop,timer,op1,op2,op3
#DST_IMAGE,0,500,158,0,324,40,0,255,255,255,255,1,0,0,0,500,0,0,0,

//ゲージ種別表示
//SRC定義,index,gr,x,y,w,h,div_x,div_y,cycle,timer,type,click,panel,,,,,,,
#SRC_BUTTON,0,0,435,1,308,246,1,6,0,0,40,0,0,0,,,,,,
//DST定義,index,time,x,y,w,h,acc,a,r,g,b,blend,filter,angle,center,loop,timer,op1,op2,op3
#DST_BUTTON,0,0,166,367,308,41,0,0,255,255,255,2,0,0,0,0,41,930,0,0
#DST_BUTTON,0,500,166,367,308,41,0,255,255,255,255,2,0,0,0,,,,,
#DST_BUTTON,0,1000,166,367,308,41,0,255,255,255,255,2,0,0,0,,,,,
#DST_BUTTON,0,1500,166,367,308,41,0,0,255,255,255,2,0,0,0,,,,,

//数値関連

//MY EXSCOREフレーム,,,,,,,,,,,,,,,,,,,,,
//SRC定義,(NULL),gr,x,y,w,h,div_x,div_y,cycle,timer,op1,op2,op3,,,,,,,,
#SRC_IMAGE,0,0,435,248,67,12,1,1,0,0,0,0,0,,,,,,,,
//DST定義,(NULL),time,x,y,w,h,acc,a,r,g,b,blend,filter,angle,center,loop,timer,op1,op2,op3,
#DST_IMAGE,0,1000,505,33,67,12,0,255,255,255,255,1,0,0,0,1000,0,32,39,0,
,,,,,,,,,,,,,,,,,,,,,
//MY EXSCORE,//number101 exscore,,,,,,,,,,,,,,,,,,,,
//SRC定義,(null),gr,x,y,w,h,div_x,div_y,cycle,timer,num,align,keta,,,,,,,,
#SRC_NUMBER,0,0,435,272,110,12,11,1,0,0,101,0,4,,,,,,,,
//DST定義,(NULL),time,x,y,w,h,acc,a,r,g,b,blend,filter,angle,center,loop,timer,op1,op2,op3,
#DST_NUMBER,0,1000,575,33,10,12,0,255,255,255,255,1,0,0,0,1000,0,32,39,0,

//TARGET EXSCOREフレーム,,,,,,,,,,,,,,,,,,,,,
//SRC定義,(NULL),gr,x,y,w,h,div_x,div_y,cycle,timer,op1,op2,op3,,,,,,,,
#SRC_IMAGE,0,0,435,260,67,12,1,1,0,0,0,0,0,,,,,,,,
//DST定義,(NULL),time,x,y,w,h,acc,a,r,g,b,blend,filter,angle,center,loop,timer,op1,op2,op3,
#DST_IMAGE,0,1000,505,45,67,12,0,255,255,255,255,1,0,0,0,1000,0,32,39,0,
,,,,,,,,,,,,,,,,,,,,,
//TARGET EXSCORE,//number151 ターゲット現在値,,,,,,,,,,,,,,,,,,,,
//SRC定義,(null),gr,x,y,w,h,div_x,div_y,cycle,timer,num,align,keta,,,,,,,,
#SRC_NUMBER,0,0,435,272,110,12,11,1,0,0,151,0,4,,,,,,,,
//DST定義,(NULL),time,x,y,w,h,acc,a,r,g,b,blend,filter,angle,center,loop,timer,op1,op2,op3,
#DST_NUMBER,0,1000,575,45,10,12,0,255,255,255,255,1,0,0,0,1000,0,32,39,0,

//スコア(6桁) 1P 100,,,,,,,,,,,,,,,,,
//SRC定義,(null),gr,x,y,w,h,div_x,div_y,cycle,timer,num,align,keta,,,,
#SRC_NUMBER,0,0,1,107,264,26,11,1,0,0,100,0,6,,,,
//DST定義,(NULL),time,x,y,w,h,acc,a,r,g,b,blend,filter,angle,center,loop,timer
